image_id,image_width,image_height,image_aspect_ratio
89,153,63,2.4285714285714284
90,96,47,2.0425531914893615
91,82,35,2.342857142857143
92,82,28,2.9285714285714284
93,65,27,2.4074074074074074
94,377,134,2.8134328358208953
95,68,35,1.9428571428571428
96,45,18,2.5
97,114,51,2.235294117647059
98,144,68,2.1176470588235294
99,69,48,1.4375
100,180,81,2.2222222222222223
101,58,25,2.32
102,74,32,2.3125
103,141,56,2.517857142857143
104,84,50,1.68
105,95,47,2.021276595744681
106,52,25,2.08
107,59,33,1.7878787878787878
108,190,58,3.2758620689655173
109,74,32,2.3125
110,50,25,2.0
111,122,61,2.0
112,46,21,2.1904761904761907
113,48,28,1.7142857142857142
114,62,26,2.3846153846153846
115,119,48,2.4791666666666665
116,147,75,1.96
117,57,31,1.8387096774193548
118,127,62,2.0483870967741935
119,104,48,2.1666666666666665
120,48,21,2.2857142857142856
121,47,14,3.357142857142857
122,105,48,2.1875
123,119,56,2.125
124,54,16,3.375
125,71,32,2.21875
126,62,24,2.5833333333333335
127,91,38,2.3947368421052633
128,130,59,2.2033898305084745
129,94,52,1.8076923076923077
130,38,13,2.923076923076923
131,70,33,2.121212121212121
132,68,32,2.125
133,51,24,2.125
134,65,19,3.4210526315789473
135,167,69,2.420289855072464
136,62,26,2.3846153846153846
137,146,70,2.085714285714286
138,51,22,2.3181818181818183
139,114,52,2.1923076923076925
140,401,162,2.4753086419753085
141,61,20,3.05
142,54,14,3.857142857142857
143,68,31,2.193548387096774
144,82,38,2.1578947368421053
145,109,52,2.0961538461538463
146,151,72,2.0972222222222223
147,86,42,2.0476190476190474
148,41,16,2.5625
149,117,59,1.9830508474576272
150,233,104,2.2403846153846154
151,207,85,2.4352941176470586
152,48,19,2.526315789473684
153,257,117,2.1965811965811968
154,43,13,3.3076923076923075
155,94,40,2.35
156,94,39,2.41025641025641
157,197,72,2.736111111111111
158,54,24,2.25
159,67,30,2.2333333333333334
160,107,54,1.9814814814814814
161,46,21,2.1904761904761907
162,89,39,2.282051282051282
163,141,70,2.0142857142857142
164,79,40,1.975
165,408,190,2.1473684210526316
166,213,108,1.9722222222222223
167,59,27,2.185185185185185
168,78,35,2.2285714285714286
169,195,86,2.2674418604651163
170,103,48,2.1458333333333335
171,148,77,1.922077922077922
172,123,65,1.8923076923076922
173,141,64,2.203125
174,134,69,1.9420289855072463
175,139,58,2.396551724137931
176,259,118,2.194915254237288
177,93,41,2.268292682926829
178,185,96,1.9270833333333333
179,132,75,1.76
180,284,89,3.191011235955056
181,87,40,2.175
182,127,48,2.6458333333333335
183,127,62,2.0483870967741935
184,113,53,2.1320754716981134
185,207,89,2.3258426966292136
186,220,93,2.3655913978494625
187,73,34,2.1470588235294117
188,94,45,2.088888888888889
189,143,66,2.1666666666666665
190,176,89,1.9775280898876404
191,82,35,2.342857142857143
192,203,78,2.6025641025641026
193,165,66,2.5
194,62,24,2.5833333333333335
195,201,97,2.0721649484536084
196,56,27,2.074074074074074
197,73,29,2.5172413793103448
198,127,61,2.081967213114754
199,112,51,2.196078431372549
200,106,47,2.25531914893617
201,173,73,2.3698630136986303
202,125,67,1.8656716417910448
203,60,34,1.7647058823529411
204,160,55,2.909090909090909
205,157,85,1.8470588235294119
206,209,87,2.4022988505747125
207,102,46,2.217391304347826
208,95,40,2.375
209,73,33,2.212121212121212
210,262,99,2.6464646464646466
211,93,35,2.657142857142857
212,46,24,1.9166666666666667
213,87,47,1.851063829787234
214,78,32,2.4375
215,200,116,1.7241379310344827
216,55,25,2.2
217,106,45,2.3555555555555556
218,61,29,2.103448275862069
219,68,29,2.3448275862068964
220,64,27,2.3703703703703702
221,150,67,2.2388059701492535
222,206,79,2.607594936708861
223,101,40,2.525
224,56,26,2.1538461538461537
225,139,74,1.8783783783783783
226,132,61,2.1639344262295084
227,84,42,2.0
228,64,41,1.5609756097560976
229,90,47,1.9148936170212767
230,86,35,2.4571428571428573
231,104,50,2.08
232,79,32,2.46875
233,434,162,2.6790123456790123
234,93,33,2.8181818181818183
235,129,61,2.1147540983606556
236,48,19,2.526315789473684
237,99,31,3.193548387096774
238,99,41,2.4146341463414633
239,59,24,2.4583333333333335
240,121,54,2.240740740740741
241,59,27,2.185185185185185
242,121,51,2.372549019607843
243,74,31,2.3870967741935485
244,153,79,1.9367088607594938
245,37,14,2.642857142857143
246,311,141,2.2056737588652484
247,45,21,2.142857142857143
248,132,68,1.9411764705882353
249,420,159,2.641509433962264
250,98,45,2.1777777777777776
251,445,145,3.0689655172413794
252,136,56,2.4285714285714284
253,315,127,2.4803149606299213
254,40,18,2.2222222222222223
255,89,41,2.1707317073170733
256,61,19,3.210526315789474
257,150,65,2.3076923076923075
258,72,33,2.1818181818181817
259,31,14,2.2142857142857144
260,55,26,2.1153846153846154
261,66,31,2.129032258064516
262,63,27,2.3333333333333335
263,159,63,2.5238095238095237
264,74,33,2.242424242424242
265,81,38,2.1315789473684212
266,144,67,2.1492537313432836
267,113,62,1.8225806451612903
268,108,55,1.9636363636363636
269,389,127,3.062992125984252
270,58,19,3.0526315789473686
271,291,97,3.0
272,298,132,2.257575757575758
273,69,35,1.9714285714285715
274,44,21,2.0952380952380953
275,86,41,2.097560975609756
276,140,76,1.8421052631578947
277,98,54,1.8148148148148149
278,68,34,2.0
279,87,47,1.851063829787234
280,63,22,2.8636363636363638
281,113,48,2.3541666666666665
282,44,18,2.4444444444444446
283,109,49,2.2244897959183674
284,124,69,1.7971014492753623
285,137,67,2.044776119402985
286,111,47,2.3617021276595747
287,278,134,2.074626865671642
288,61,28,2.1785714285714284
289,110,47,2.3404255319148937
290,113,41,2.7560975609756095
291,110,40,2.75
292,61,28,2.1785714285714284
293,68,32,2.125
294,368,163,2.2576687116564416
295,148,64,2.3125
296,96,42,2.2857142857142856
297,249,123,2.024390243902439
298,81,41,1.975609756097561
299,95,39,2.4358974358974357
300,30,13,2.3076923076923075
301,223,116,1.9224137931034482
302,51,20,2.55
303,53,32,1.65625
304,80,40,2.0
305,152,66,2.303030303030303
306,70,31,2.2580645161290325
307,52,25,2.08
308,187,79,2.367088607594937
309,84,41,2.048780487804878
310,47,25,1.88
311,244,119,2.0504201680672267
312,186,70,2.657142857142857
313,104,47,2.2127659574468086
314,50,21,2.380952380952381
315,79,34,2.323529411764706
316,189,99,1.9090909090909092
317,315,134,2.3507462686567164
318,255,120,2.125
319,70,31,2.2580645161290325
320,65,25,2.6
321,114,55,2.0727272727272728
322,147,59,2.4915254237288136
323,185,83,2.2289156626506026
324,107,46,2.3260869565217392
325,165,75,2.2
326,56,18,3.111111111111111
327,335,176,1.9034090909090908
328,112,47,2.382978723404255
329,116,68,1.7058823529411764
330,319,135,2.362962962962963
331,65,29,2.2413793103448274
332,86,33,2.606060606060606
333,38,20,1.9
334,51,14,3.642857142857143
335,106,49,2.163265306122449
336,100,53,1.8867924528301887
337,80,41,1.951219512195122
338,105,46,2.282608695652174
339,71,31,2.2903225806451615
340,134,69,1.9420289855072463
341,54,25,2.16
342,91,51,1.7843137254901962
343,115,53,2.169811320754717
344,163,87,1.8735632183908046
345,139,72,1.9305555555555556
346,188,82,2.292682926829268
347,127,56,2.267857142857143
348,195,91,2.142857142857143
349,224,102,2.196078431372549
350,53,24,2.2083333333333335
351,46,27,1.7037037037037037
352,69,34,2.0294117647058822
353,81,34,2.3823529411764706
354,205,89,2.303370786516854
355,434,238,1.8235294117647058
356,49,24,2.0416666666666665
357,302,119,2.53781512605042
358,185,103,1.796116504854369
359,101,48,2.1041666666666665
360,198,92,2.152173913043478
361,52,28,1.8571428571428572
362,92,39,2.358974358974359
363,379,146,2.595890410958904
364,67,27,2.4814814814814814
365,54,30,1.8
366,76,40,1.9
367,48,20,2.4
368,191,90,2.1222222222222222
369,71,33,2.1515151515151514
370,94,44,2.1363636363636362
371,205,79,2.5949367088607596
372,72,32,2.25
373,128,94,1.3617021276595744
374,202,103,1.9611650485436893
375,279,119,2.3445378151260505
376,89,41,2.1707317073170733
377,62,25,2.48
378,69,27,2.5555555555555554
379,73,33,2.212121212121212
380,135,64,2.109375
381,80,38,2.1052631578947367
382,47,25,1.88
383,149,53,2.811320754716981
384,209,95,2.2
385,266,98,2.7142857142857144
386,209,118,1.771186440677966
387,111,47,2.3617021276595747
388,113,49,2.306122448979592
389,90,48,1.875
390,281,125,2.248
391,77,39,1.9743589743589745
392,81,40,2.025
393,141,67,2.1044776119402986
394,65,32,2.03125
395,34,21,1.619047619047619
396,95,42,2.261904761904762
397,224,133,1.6842105263157894
398,152,76,2.0
399,59,25,2.36
400,50,21,2.380952380952381
401,87,41,2.1219512195121952
402,142,53,2.6792452830188678
403,123,49,2.510204081632653
404,75,35,2.142857142857143
405,417,107,3.897196261682243
406,297,130,2.2846153846153845
407,96,41,2.341463414634146
408,97,31,3.129032258064516
409,125,49,2.5510204081632653
410,112,62,1.8064516129032258
411,352,176,2.0
412,184,72,2.5555555555555554
413,84,42,2.0
414,98,38,2.5789473684210527
415,122,54,2.259259259259259
416,221,97,2.2783505154639174
417,74,34,2.176470588235294
418,73,35,2.085714285714286
419,166,95,1.7473684210526317
420,139,56,2.482142857142857
421,131,56,2.3392857142857144
422,53,27,1.962962962962963
423,109,50,2.18
424,130,54,2.4074074074074074
425,204,93,2.193548387096774
426,172,78,2.2051282051282053
427,93,41,2.268292682926829
428,67,34,1.9705882352941178
429,227,100,2.27
430,170,79,2.151898734177215
431,261,125,2.088
432,80,37,2.1621621621621623
433,123,55,2.2363636363636363
434,58,24,2.4166666666666665
435,93,42,2.2142857142857144
436,53,25,2.12
437,114,44,2.590909090909091
438,229,105,2.1809523809523808
439,78,38,2.0526315789473686
440,78,34,2.2941176470588234
441,241,104,2.3173076923076925
442,78,40,1.95
443,251,107,2.3457943925233646
444,102,45,2.2666666666666666
445,190,89,2.134831460674157
446,274,97,2.8247422680412373
447,96,49,1.9591836734693877
448,199,83,2.397590361445783
449,86,40,2.15
450,56,26,2.1538461538461537
451,87,46,1.891304347826087
452,94,40,2.35
453,381,166,2.2951807228915664
454,126,63,2.0
455,103,43,2.395348837209302
456,409,194,2.1082474226804124
457,111,46,2.4130434782608696
458,78,31,2.5161290322580645
459,100,34,2.9411764705882355
460,202,79,2.5569620253164556
461,151,76,1.986842105263158
462,47,19,2.473684210526316
463,80,38,2.1052631578947367
464,254,111,2.2882882882882885
465,88,42,2.0952380952380953
466,389,151,2.576158940397351
467,111,39,2.8461538461538463
468,123,51,2.411764705882353
469,86,47,1.8297872340425532
470,111,42,2.642857142857143
471,88,39,2.2564102564102564
472,63,27,2.3333333333333335
473,57,25,2.28
474,160,75,2.1333333333333333
475,267,169,1.5798816568047338
476,257,89,2.8876404494382024
477,241,70,3.442857142857143
478,100,53,1.8867924528301887
479,72,31,2.3225806451612905
480,99,41,2.4146341463414633
481,54,24,2.25
482,139,49,2.836734693877551
483,71,28,2.5357142857142856
484,75,28,2.6785714285714284
485,256,119,2.1512605042016806
486,48,14,3.4285714285714284
487,98,47,2.0851063829787235
488,99,46,2.152173913043478
489,162,89,1.8202247191011236
490,65,30,2.1666666666666665
491,72,31,2.3225806451612905
492,60,25,2.4
493,110,55,2.0
494,157,63,2.492063492063492
495,67,31,2.161290322580645
496,95,41,2.317073170731707
497,84,46,1.826086956521739
498,89,44,2.022727272727273
499,63,28,2.25
500,258,113,2.2831858407079646
501,78,38,2.0526315789473686
502,87,39,2.230769230769231
503,81,40,2.025
504,83,39,2.128205128205128
505,63,28,2.25
506,178,75,2.3733333333333335
507,124,61,2.0327868852459017
508,178,85,2.0941176470588236
509,270,148,1.8243243243243243
510,82,35,2.342857142857143
511,59,31,1.903225806451613
512,56,22,2.5454545454545454
513,60,31,1.935483870967742
514,180,76,2.3684210526315788
515,73,25,2.92
516,128,54,2.3703703703703702
517,74,36,2.0555555555555554
518,75,19,3.9473684210526314
519,181,83,2.180722891566265
520,65,31,2.096774193548387
521,200,84,2.380952380952381
522,323,148,2.1824324324324325
523,103,45,2.2888888888888888
524,127,49,2.5918367346938775
525,137,69,1.9855072463768115
526,55,27,2.037037037037037
527,47,24,1.9583333333333333
528,73,31,2.3548387096774195
529,55,28,1.9642857142857142
530,455,227,2.004405286343612
531,70,40,1.75
532,75,34,2.2058823529411766
533,266,93,2.860215053763441
534,47,21,2.238095238095238
535,103,46,2.239130434782609
536,175,72,2.4305555555555554
537,146,74,1.972972972972973
538,91,47,1.9361702127659575
539,65,33,1.9696969696969697
540,249,133,1.8721804511278195
541,75,37,2.027027027027027
542,266,112,2.375
543,62,28,2.2142857142857144
544,87,44,1.9772727272727273
545,91,45,2.022222222222222
546,87,54,1.6111111111111112
547,157,73,2.1506849315068495
548,197,68,2.8970588235294117
549,149,42,3.5476190476190474
550,55,27,2.037037037037037
551,185,84,2.2023809523809526
552,158,83,1.9036144578313252
553,118,38,3.1052631578947367
554,171,77,2.220779220779221
555,126,68,1.8529411764705883
556,122,47,2.595744680851064
557,119,61,1.9508196721311475
558,226,84,2.6904761904761907
559,90,41,2.1951219512195124
560,94,47,2.0
561,159,71,2.23943661971831
562,312,113,2.7610619469026547
563,142,56,2.5357142857142856
564,123,59,2.0847457627118646
565,353,173,2.040462427745665
566,66,20,3.3
567,245,99,2.474747474747475
568,46,24,1.9166666666666667
569,141,56,2.517857142857143
570,134,49,2.7346938775510203
571,53,21,2.5238095238095237
572,61,24,2.5416666666666665
573,76,33,2.303030303030303
574,159,73,2.1780821917808217
575,117,56,2.0892857142857144
576,233,103,2.262135922330097
577,69,41,1.6829268292682926
578,108,43,2.511627906976744
579,107,61,1.7540983606557377
580,62,27,2.2962962962962963
581,62,33,1.878787878787879
582,129,41,3.1463414634146343
583,90,39,2.3076923076923075
584,301,111,2.7117117117117115
585,40,18,2.2222222222222223
586,84,27,3.111111111111111
587,105,41,2.5609756097560976
588,199,88,2.2613636363636362
589,206,91,2.2637362637362637
590,264,114,2.3157894736842106
591,72,33,2.1818181818181817
592,58,28,2.0714285714285716
593,49,24,2.0416666666666665
594,425,181,2.3480662983425415
595,52,18,2.888888888888889
596,104,41,2.5365853658536586
597,107,55,1.9454545454545455
598,70,27,2.5925925925925926
599,76,28,2.7142857142857144
600,112,44,2.5454545454545454
601,82,40,2.05
602,109,48,2.2708333333333335
603,104,42,2.4761904761904763
604,142,56,2.5357142857142856
605,98,46,2.130434782608696
606,70,28,2.5
607,87,42,2.0714285714285716
608,138,64,2.15625
609,202,93,2.172043010752688
610,96,56,1.7142857142857142
611,169,96,1.7604166666666667
612,217,87,2.4942528735632186
613,87,36,2.4166666666666665
614,75,48,1.5625
615,74,27,2.740740740740741
616,47,20,2.35
617,60,29,2.0689655172413794
618,43,23,1.8695652173913044
619,175,77,2.272727272727273
620,126,62,2.032258064516129
621,133,46,2.891304347826087
622,88,42,2.0952380952380953
623,231,111,2.081081081081081
624,208,92,2.260869565217391
625,123,63,1.9523809523809523
626,105,49,2.142857142857143
627,66,32,2.0625
628,85,39,2.1794871794871793
629,164,83,1.9759036144578312
630,216,92,2.347826086956522
631,49,24,2.0416666666666665
632,434,192,2.2604166666666665
633,109,42,2.5952380952380953
634,370,128,2.890625
635,51,27,1.8888888888888888
636,170,76,2.236842105263158
637,42,21,2.0
638,125,55,2.272727272727273
639,180,89,2.0224719101123596
640,63,31,2.032258064516129
641,111,50,2.22
642,94,57,1.6491228070175439
643,96,40,2.4
644,65,28,2.3214285714285716
645,353,138,2.5579710144927534
646,253,110,2.3
647,104,47,2.2127659574468086
648,152,83,1.8313253012048192
649,61,26,2.3461538461538463
650,235,101,2.3267326732673266
651,36,14,2.5714285714285716
652,119,50,2.38
653,159,121,1.3140495867768596
654,185,78,2.371794871794872
655,67,33,2.0303030303030303
656,182,70,2.6
657,82,33,2.484848484848485
658,50,23,2.1739130434782608
659,53,18,2.9444444444444446
660,112,50,2.24
661,225,106,2.1226415094339623
662,118,56,2.107142857142857
663,114,45,2.533333333333333
664,317,111,2.855855855855856
665,147,73,2.0136986301369864
666,109,55,1.981818181818182
667,89,37,2.4054054054054053
668,69,28,2.4642857142857144
669,75,34,2.2058823529411766
670,92,42,2.1904761904761907
671,209,92,2.2717391304347827
672,160,50,3.2
673,300,152,1.9736842105263157
674,159,88,1.8068181818181819
675,248,89,2.7865168539325844
676,185,77,2.4025974025974026
677,62,32,1.9375
678,277,127,2.1811023622047245
679,201,91,2.208791208791209
680,42,18,2.3333333333333335
681,198,56,3.5357142857142856
682,107,47,2.276595744680851
683,48,22,2.1818181818181817
684,112,56,2.0
685,95,40,2.375
686,93,41,2.268292682926829
687,140,75,1.8666666666666667
688,246,91,2.7032967032967035
689,156,81,1.9259259259259258
690,67,27,2.4814814814814814
691,222,94,2.3617021276595747
692,241,103,2.3398058252427183
693,49,18,2.7222222222222223
694,104,47,2.2127659574468086
695,93,40,2.325
696,397,207,1.9178743961352658
697,96,42,2.2857142857142856
698,69,33,2.090909090909091
699,178,75,2.3733333333333335
700,97,44,2.2045454545454546
701,99,39,2.5384615384615383
702,56,27,2.074074074074074
703,264,84,3.142857142857143
704,47,27,1.7407407407407407
705,102,48,2.125
706,100,49,2.0408163265306123
707,55,27,2.037037037037037
708,82,46,1.7826086956521738
709,107,52,2.0576923076923075
710,91,42,2.1666666666666665
711,86,37,2.324324324324324
712,216,63,3.4285714285714284
713,339,127,2.6692913385826773
714,151,77,1.9610389610389611
715,168,84,2.0
716,41,17,2.411764705882353
717,132,54,2.4444444444444446
718,119,48,2.4791666666666665
719,306,149,2.053691275167785
720,99,47,2.106382978723404
721,142,71,2.0
722,301,131,2.2977099236641223
723,187,77,2.4285714285714284
724,70,33,2.121212121212121
725,83,34,2.4411764705882355
726,111,53,2.0943396226415096
727,107,45,2.3777777777777778
728,149,56,2.6607142857142856
729,82,40,2.05
730,72,29,2.4827586206896552
731,65,29,2.2413793103448274
732,139,62,2.2419354838709675
733,87,36,2.4166666666666665
734,243,95,2.557894736842105
735,81,47,1.7234042553191489
736,94,39,2.41025641025641
737,91,48,1.8958333333333333
738,140,67,2.08955223880597
739,58,24,2.4166666666666665
740,159,76,2.0921052631578947
741,45,21,2.142857142857143
742,179,81,2.2098765432098766
743,334,154,2.168831168831169
744,127,59,2.152542372881356
745,79,42,1.880952380952381
746,131,76,1.7236842105263157
747,59,21,2.8095238095238093
748,101,48,2.1041666666666665
749,63,18,3.5
750,171,70,2.442857142857143
751,47,22,2.1363636363636362
752,39,14,2.7857142857142856
753,155,69,2.246376811594203
754,66,27,2.4444444444444446
755,234,111,2.108108108108108
756,63,32,1.96875
757,61,27,2.259259259259259
758,167,76,2.1973684210526314
759,67,35,1.9142857142857144
760,91,42,2.1666666666666665
761,90,48,1.875
762,72,38,1.894736842105263
763,69,31,2.225806451612903
764,275,105,2.619047619047619
765,111,60,1.85
766,79,39,2.0256410256410255
767,133,67,1.9850746268656716
768,61,26,2.3461538461538463
769,75,35,2.142857142857143
770,65,33,1.9696969696969697
771,139,50,2.78
772,49,20,2.45
773,57,26,2.1923076923076925
774,61,60,1.0166666666666666
775,101,45,2.2444444444444445
776,86,39,2.2051282051282053
777,85,35,2.4285714285714284
778,207,66,3.1363636363636362
779,178,70,2.5428571428571427
780,90,42,2.142857142857143
781,87,39,2.230769230769231
782,290,135,2.1481481481481484
783,131,60,2.183333333333333
784,75,38,1.9736842105263157
785,96,40,2.4
786,43,17,2.5294117647058822
787,70,33,2.121212121212121
788,274,152,1.8026315789473684
789,176,76,2.3157894736842106
790,169,73,2.315068493150685
791,106,42,2.5238095238095237
792,96,69,1.391304347826087
793,88,44,2.0
794,156,71,2.1971830985915495
795,75,38,1.9736842105263157
796,54,21,2.5714285714285716
797,270,108,2.5
798,57,27,2.111111111111111
799,86,41,2.097560975609756
800,418,194,2.154639175257732
801,255,105,2.4285714285714284
802,210,93,2.2580645161290325
803,121,42,2.880952380952381
804,81,38,2.1315789473684212
805,111,61,1.819672131147541
806,309,98,3.1530612244897958
807,138,57,2.4210526315789473
808,150,55,2.727272727272727
809,115,44,2.6136363636363638
810,66,32,2.0625
811,88,42,2.0952380952380953
812,59,24,2.4583333333333335
813,250,106,2.358490566037736
814,52,24,2.1666666666666665
815,92,40,2.3
816,106,54,1.962962962962963
817,54,26,2.076923076923077
818,72,34,2.1176470588235294
819,62,26,2.3846153846153846
820,105,48,2.1875
821,105,44,2.3863636363636362
822,111,47,2.3617021276595747
823,54,25,2.16
824,146,75,1.9466666666666668
825,162,64,2.53125
826,38,15,2.533333333333333
827,141,55,2.5636363636363635
828,57,27,2.111111111111111
829,72,34,2.1176470588235294
830,75,36,2.0833333333333335
831,103,40,2.575
832,56,19,2.9473684210526314
833,72,28,2.5714285714285716
834,138,59,2.3389830508474576
835,256,122,2.098360655737705
836,121,56,2.1607142857142856
837,95,41,2.317073170731707
838,56,29,1.9310344827586208
839,177,61,2.901639344262295
840,76,39,1.9487179487179487
841,141,65,2.169230769230769
842,238,43,5.534883720930233
843,62,31,2.0
844,58,22,2.6363636363636362
845,43,18,2.388888888888889
846,185,77,2.4025974025974026
847,66,39,1.6923076923076923
848,83,34,2.4411764705882355
849,69,28,2.4642857142857144
850,83,35,2.3714285714285714
851,179,84,2.130952380952381
852,54,21,2.5714285714285716
853,227,83,2.7349397590361444
854,389,172,2.261627906976744
855,93,45,2.066666666666667
856,50,21,2.380952380952381
857,92,44,2.090909090909091
858,48,18,2.6666666666666665
859,79,39,2.0256410256410255
860,53,18,2.9444444444444446
861,82,40,2.05
862,194,78,2.4871794871794872
863,131,55,2.381818181818182
864,202,63,3.2063492063492065
865,54,41,1.3170731707317074
866,92,42,2.1904761904761907
867,91,43,2.116279069767442
868,76,41,1.853658536585366
869,417,194,2.149484536082474
870,63,31,2.032258064516129
871,80,35,2.2857142857142856
872,77,45,1.711111111111111
873,38,18,2.111111111111111
874,157,69,2.2753623188405796
875,128,55,2.327272727272727
876,82,38,2.1578947368421053
877,48,21,2.2857142857142856
878,85,46,1.8478260869565217
879,189,88,2.147727272727273
880,120,57,2.1052631578947367
881,199,84,2.369047619047619
882,443,263,1.6844106463878328
883,111,55,2.018181818181818
884,86,38,2.263157894736842
885,66,35,1.8857142857142857
886,48,20,2.4
887,274,114,2.4035087719298245
888,120,52,2.3076923076923075
889,61,26,2.3461538461538463
890,95,45,2.111111111111111
891,56,24,2.3333333333333335
892,125,70,1.7857142857142858
893,211,96,2.1979166666666665
894,127,48,2.6458333333333335
895,137,51,2.6862745098039214
896,118,47,2.5106382978723403
897,107,53,2.018867924528302
898,80,35,2.2857142857142856
899,162,68,2.3823529411764706
900,243,100,2.43
901,90,48,1.875
902,124,53,2.339622641509434
903,231,104,2.2211538461538463
904,158,63,2.507936507936508
905,126,47,2.6808510638297873
906,39,13,3.0
907,63,27,2.3333333333333335
908,301,131,2.2977099236641223
909,196,99,1.97979797979798
910,64,30,2.1333333333333333
911,132,56,2.357142857142857
912,84,40,2.1
913,45,24,1.875
914,329,166,1.9819277108433735
915,202,89,2.269662921348315
916,76,34,2.235294117647059
917,140,66,2.121212121212121
918,38,19,2.0
919,37,16,2.3125
920,73,29,2.5172413793103448
921,146,70,2.085714285714286
922,46,21,2.1904761904761907
923,107,47,2.276595744680851
924,49,22,2.227272727272727
925,41,20,2.05
926,253,78,3.2435897435897436
927,120,53,2.2641509433962264
928,167,66,2.5303030303030303
929,148,63,2.3492063492063493
930,367,155,2.367741935483871
931,192,82,2.341463414634146
932,71,36,1.9722222222222223
933,107,47,2.276595744680851
934,286,131,2.183206106870229
935,107,55,1.9454545454545455
936,151,55,2.7454545454545456
937,72,35,2.057142857142857
938,119,49,2.4285714285714284
939,108,50,2.16
940,59,28,2.107142857142857
941,43,18,2.388888888888889
942,67,25,2.68
943,162,65,2.4923076923076923
944,77,36,2.138888888888889
945,168,66,2.5454545454545454
946,166,99,1.6767676767676767
947,104,59,1.7627118644067796
948,79,39,2.0256410256410255
949,81,39,2.076923076923077
950,66,31,2.129032258064516
951,125,65,1.9230769230769231
952,107,48,2.2291666666666665
953,73,30,2.433333333333333
954,48,21,2.2857142857142856
955,133,70,1.9
956,137,63,2.1746031746031744
957,105,51,2.0588235294117645
958,137,61,2.2459016393442623
959,124,56,2.2142857142857144
960,64,31,2.064516129032258
961,128,55,2.327272727272727
962,90,45,2.0
963,145,58,2.5
964,152,63,2.4126984126984126
965,283,110,2.5727272727272728
966,43,20,2.15
967,162,80,2.025
968,119,47,2.5319148936170213
969,120,67,1.791044776119403
970,143,61,2.3442622950819674
971,121,62,1.9516129032258065
972,298,100,2.98
973,74,39,1.8974358974358974
974,169,75,2.2533333333333334
975,52,24,2.1666666666666665
976,226,102,2.215686274509804
977,133,71,1.8732394366197183
978,87,48,1.8125
979,41,19,2.1578947368421053
980,153,63,2.4285714285714284
981,229,101,2.267326732673267
982,69,35,1.9714285714285715
983,250,96,2.6041666666666665
984,61,33,1.8484848484848484
985,121,63,1.9206349206349207
986,94,40,2.35
987,102,47,2.1702127659574466
988,99,39,2.5384615384615383
989,40,18,2.2222222222222223
990,80,35,2.2857142857142856
991,43,19,2.263157894736842
992,32,16,2.0
993,68,27,2.5185185185185186
994,71,31,2.2903225806451615
995,84,43,1.9534883720930232
996,127,56,2.267857142857143
997,134,74,1.8108108108108107
998,93,48,1.9375
999,123,54,2.2777777777777777
1000,54,24,2.25
